id,accommodates,bathrooms,bedrooms,price,cleaning_fee,security_deposit,extra_people,guests_included,distance,size,host_has_profile_pic,host_response_time,host_response_rate,host_is_superhost,number_of_reviews,review_scores_rating,neighbourhood_group_cleansed,longitude,latitude,property_type,room_type,bed_type,minimum_nights,instant_bookable,is_business_travel_ready,geometry
11816926,2,1.0,1,30,20,0,10,1,4.560918951,26.0,t,NaN,NaN,1,5,96.0,Neukölln,13.45139882,52.47353349,0,0,Real Bed,3,0,f,POINT (13.45139881930877 52.4735334888779)
11817297,4,1.0,1,70,0,0,0,1,5.930231241,100.0,t,NaN,NaN,1,0,NaN,Mitte,13.36129353,52.54929555,0,1,Real Bed,1,1,f,POINT (13.36129353062431 52.54929554655354)
11820086,2,1.5,1,14,0,0,10,1,5.92884487,47.19913428,t,NaN,NaN,1,0,NaN,Mitte,13.33114243,52.53224532,0,0,Real Bed,10,1,f,POINT (13.33114243096782 52.53224532388736)
11821430,1,1.0,1,35,20,300,0,1,5.049133593,45.69017351,t,NaN,NaN,1,0,NaN,Pankow,13.42491264,52.54639608,0,0,Real Bed,10,1,f,POINT (13.42491264448324 52.54639607545028)
11822332,4,1.0,2,100,25,0,15,4,3.465707116,78.62990809,t,NaN,NaN,1,8,95.0,Friedrichshain-Kreuzberg,13.45451305,52.50846246,0,1,Real Bed,7,1,f,POINT (13.45451304525737 52.50846246275342)
11823355,2,1.0,0,30,0,0,0,1,16.3363314,37.48962608,t,NaN,NaN,1,21,96.0,Treptow - Köpenick,13.62575934,52.44476586,0,1,Real Bed,3,0,f,POINT (13.62575933835537 52.44476585588903)
11826945,2,1.0,1,50,15,0,20,1,1.542705941,34.0,t,NaN,NaN,1,2,100.0,Friedrichshain-Kreuzberg,13.41729665,52.49143816,0,0,Real Bed,3,1,f,POINT (13.41729664819563 52.49143816392535)
11830638,2,1.0,1,48,20,250,0,1,1.943007788,53.04745612,t,NaN,NaN,1,2,90.0,Friedrichshain-Kreuzberg,13.42972508,52.49482538,0,1,Real Bed,2,1,f,POINT (13.42972507650729 52.49482537515176)
11831314,6,1.0,3,99,45,0,15,4,1.624985884,86.0708623,t,NaN,NaN,1,8,95.0,Friedrichshain-Kreuzberg,13.41519003,52.48979611,1,1,Real Bed,14,1,f,POINT (13.41519002835792 52.48979611056863)
11831490,2,1.0,1,30,15,0,0,1,7.274160867,43.52439768,t,NaN,NaN,1,7,94.0,Charlottenburg-Wilm.,13.30329863,52.52539221,0,0,Real Bed,3,1,f,POINT (13.30329863488023 52.52539221083504)
11831821,2,1.0,1,45,35,150,0,1,16.53278957,18.0,t,1.0,100.0,1,88,93.0,Steglitz - Zehlendorf,13.19280457,52.42844782,3,1,Real Bed,1,1,f,POINT (13.19280457277773 52.42844782331196)
11833825,4,1.0,0,95,25,0,20,2,4.562665067,79.7752558,t,NaN,NaN,0,130,99.0,Friedrichshain-Kreuzberg,13.46697847,52.51768708,2,1,Real Bed,2,1,f,POINT (13.46697847420089 52.51768707630094)
11834340,2,1.0,1,40,90,1200,0,1,4.70984749,10.0,t,3.0,0.0,1,2,100.0,Friedrichshain-Kreuzberg,13.4728072,52.50974448,0,1,Real Bed,60,0,f,POINT (13.47280720489319 52.50974448151322)
11834992,4,1.0,2,85,25,0,5,1,2.718884024,70.76238513,t,1.0,82.0,1,11,90.0,Tempelhof - Schöneberg,13.37002683,52.48989879,0,1,Real Bed,3,1,f,POINT (13.37002682690028 52.48989878723081)
11835562,2,1.0,1,25,5,0,15,2,5.35365469,48.10051139,t,NaN,NaN,1,5,80.0,Mitte,13.35804386,52.54189973,0,0,Real Bed,3,1,f,POINT (13.35804385823359 52.54189972659357)
11835585,4,1.0,2,99,400,1000,50,4,3.446720075,150.2852512,t,NaN,NaN,1,9,91.0,Mitte,13.3827366,52.53089817,0,1,Real Bed,60,0,f,POINT (13.3827366019633 52.53089816542384)
11835665,2,1.0,1,28,0,0,10,1,3.362714978,47.26903517,t,NaN,NaN,1,1,100.0,Neukölln,13.43882122,52.48111368,0,0,Real Bed,1,1,f,POINT (13.43882121625745 52.48111368242966)
11836363,2,1.0,1,89,160,1000,0,1,3.47254175,87.2206411,t,NaN,NaN,1,3,73.0,Mitte,13.38079975,52.53058201,0,1,Real Bed,60,0,f,POINT (13.38079974934251 52.53058200760492)
11838439,2,1.0,1,49,0,0,20,1,3.255977056,20.0,t,1.0,82.0,1,20,94.0,Friedrichshain-Kreuzberg,13.44292952,52.52012346,0,0,Real Bed,1,1,f,POINT (13.44292951739498 52.5201234624642)
11839263,2,1.0,1,34,0,0,0,1,5.147484387,43.63031964,t,2.0,50.0,1,9,91.0,Pankow,13.41530421,52.54857155,0,0,Real Bed,14,1,f,POINT (13.41530420601609 52.54857155243822)
11839529,2,1.0,0,60,0,0,5,1,2.42651392,39.0,f,NaN,NaN,1,5,100.0,Friedrichshain-Kreuzberg,13.43770215,52.49507012,0,1,Real Bed,5,1,f,POINT (13.43770215324885 52.49507011825865)
11840644,2,1.0,1,75,0,0,0,1,2.473815835,106.0,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.3812704,52.48543933,0,1,Real Bed,1,1,f,POINT (13.38127040487355 52.48543932910058)
11840908,2,1.0,1,30,0,0,0,1,3.480422366,43.09617579,t,2.0,80.0,1,17,99.0,Friedrichshain-Kreuzberg,13.45459632,52.50890007,0,0,Real Bed,3,1,f,POINT (13.45459632447675 52.50890007118357)
11841084,2,1.0,0,50,0,0,0,1,7.621568647,47.57412002,t,NaN,NaN,1,6,96.0,Steglitz - Zehlendorf,13.31016301,52.46508345,0,1,Real Bed,3,0,f,POINT (13.3101630122242 52.46508344773323)
11843224,2,1.5,1,39,0,0,6,1,4.801535452,53.65772612,t,NaN,NaN,1,6,80.0,Mitte,13.33653614,52.51582743,0,0,Real Bed,2,0,f,POINT (13.33653614308249 52.51582743356261)
11844817,6,1.0,1,150,30,150,0,4,3.967535297,95.0,t,NaN,NaN,1,4,95.0,Friedrichshain-Kreuzberg,13.45006123,52.52498224,0,1,Real Bed,2,1,f,POINT (13.45006123411961 52.52498224072527)
11847541,3,1.0,1,78,40,0,20,2,2.931356918,15.0,t,0.0,100.0,0,88,99.0,Friedrichshain-Kreuzberg,13.4463052,52.50886906,0,1,Real Bed,3,0,f,POINT (13.44630519791591 52.50886906261073)
11848387,4,1.0,1,41,0,200,12,1,5.239063669,20.0,t,0.0,100.0,1,36,94.0,Mitte,13.36450179,52.54324351,0,0,Real Bed,2,0,f,POINT (13.36450179114514 52.54324351028618)
11855059,2,2.0,1,20,0,0,0,1,3.870918344,10.0,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.46095906,52.49870114,0,0,Real Bed,2,1,f,POINT (13.46095905539659 52.49870114369185)
11855425,2,1.0,1,80,40,900,0,1,3.938476518,67.22391436,t,2.0,100.0,0,39,95.0,Tempelhof - Schöneberg,13.34610856,52.50043937,0,1,Real Bed,2,1,f,POINT (13.3461085575491 52.50043937113613)
11856692,4,1.5,1,69,0,0,40,4,5.010825417,82.05155024,t,1.0,100.0,1,70,91.0,Pankow,13.40273397,52.54783274,1,0,Real Bed,1,1,f,POINT (13.40273396644999 52.5478327407069)
11857854,2,1.0,1,22,20,0,5,1,4.404087567,140.0,t,1.0,100.0,1,11,98.0,Friedrichshain-Kreuzberg,13.46883903,52.50714276,0,0,Real Bed,2,1,f,POINT (13.4688390265721 52.50714276451318)
11858537,5,2.0,3,155,40,300,15,4,3.337538555,112.096773,t,0.0,89.0,1,26,98.0,Friedrichshain-Kreuzberg,13.44700883,52.51764472,0,1,Real Bed,3,1,f,POINT (13.44700883092341 52.51764472051188)
11859059,2,1.0,1,29,15,150,15,1,5.226793506,51.73471196,t,1.0,100.0,0,28,93.0,Mitte,13.34559221,52.5334224,0,0,Real Bed,2,1,f,POINT (13.34559221142265 52.53342239969141)
11859182,2,1.5,2,90,45,1500,0,1,1.649942974,79.56034714,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.401144,52.48805409,0,1,Real Bed,5,1,f,POINT (13.40114399682282 52.48805408721185)
11859836,2,1.0,1,25,0,0,0,1,3.933141766,41.32554542,t,NaN,NaN,1,1,80.0,Neukölln,13.44681343,52.47876004,0,0,Real Bed,3,1,f,POINT (13.44681343323191 52.4787600372653)
11860082,2,1.0,1,20,0,0,0,1,5.051187531,39.26561541,t,NaN,NaN,1,3,93.0,Neukölln,13.42689189,52.45951114,0,0,Real Bed,5,1,f,POINT (13.42689188743028 52.45951114285911)
11861141,2,1.0,1,39,25,0,0,1,4.35841695,49.01025053,t,0.0,100.0,0,118,98.0,Friedrichshain-Kreuzberg,13.46706067,52.51119648,0,1,Couch,3,1,f,POINT (13.46706067257683 52.51119648204274)
11865663,1,1.0,1,20,0,0,0,1,5.917382277,36.80478086,t,NaN,NaN,1,0,NaN,Mitte,13.37871031,52.55369069,0,0,Real Bed,1,1,f,POINT (13.37871031383981 52.55369069211935)
11868459,4,1.0,2,80,0,0,0,1,3.771776047,62.89214291,t,NaN,NaN,1,2,100.0,Pankow,13.42156668,52.53500335,0,1,Real Bed,1,1,f,POINT (13.42156668466949 52.53500335353874)
11876168,3,1.0,0,70,15,0,10,1,3.776783121,64.45424276,t,0.0,100.0,1,1,80.0,Tempelhof - Schöneberg,13.34865389,52.49936229,0,1,Real Bed,1,1,f,POINT (13.34865389118806 52.49936229267445)
11876935,2,1.0,1,36,0,0,0,1,1.44524311,45.86965257,t,NaN,NaN,1,1,100.0,Mitte,13.41764156,52.51286077,0,0,Real Bed,1,1,f,POINT (13.41764155568582 52.51286077319046)
11877612,2,1.0,1,27,10,0,5,1,5.101487273,26.0,t,NaN,NaN,1,15,100.0,Pankow,13.40969348,52.54853312,0,0,Real Bed,5,1,f,POINT (13.40969347867697 52.54853312256183)
11878035,3,1.0,2,40,0,0,0,1,9.582274091,45.69119019,t,NaN,NaN,1,1,100.0,Pankow,13.35963495,52.58458698,0,1,Real Bed,5,1,f,POINT (13.3596349485244 52.58458697854615)
11880366,8,1.5,3,225,50,100,0,9,3.092491016,126.4835732,t,0.0,100.0,1,92,88.0,Mitte,13.39713619,52.53025816,0,1,Real Bed,1,0,f,POINT (13.39713619332258 52.53025816364863)
11881171,3,2.0,2,125,50,0,0,1,1.56148343,93.764109,t,2.0,100.0,1,3,80.0,Friedrichshain-Kreuzberg,13.41923253,52.49214427,0,1,Real Bed,5,1,f,POINT (13.4192325337146 52.49214426714377)
11883697,1,1.0,1,29,20,0,0,1,2.442580789,10.0,t,NaN,NaN,1,0,NaN,Mitte,13.3684943,52.49946512,1,0,Real Bed,3,1,f,POINT (13.36849430247506 52.49946512394548)
11884210,2,0.5,1,40,0,0,0,1,4.766468944,40.23203747,t,NaN,NaN,1,0,NaN,Neukölln,13.44438992,52.46759978,0,1,Real Bed,1,1,f,POINT (13.44438991872999 52.46759978151611)
11885171,3,1.0,1,30,15,0,10,1,3.924198567,51.81642141,t,0.0,100.0,1,7,97.0,Tempelhof - Schöneberg,13.34673057,52.4979881,0,1,Real Bed,1,1,f,POINT (13.34673056670847 52.49798810045188)
11887643,2,1.0,1,27,0,0,0,1,6.170956434,40.98200162,t,2.0,100.0,1,15,85.0,Mitte,13.32360726,52.52878823,0,0,Real Bed,4,1,f,POINT (13.32360725760555 52.5287882254766)
11888865,2,1.5,1,40,0,0,0,1,3.285308049,15.0,t,NaN,NaN,1,10,93.0,Neukölln,13.42607503,52.47641543,0,0,Real Bed,2,1,f,POINT (13.42607503404703 52.4764154344746)
11889529,2,1.0,1,55,40,600,0,1,3.818752958,58.39099958,t,NaN,NaN,1,0,NaN,Mitte,13.39910327,52.53698214,0,1,Real Bed,90,1,f,POINT (13.39910326521712 52.53698213888907)
11890285,2,1.0,0,40,0,0,0,1,2.480065009,46.66221278,t,NaN,NaN,1,1,NaN,Mitte,13.36758424,52.50403541,0,1,Real Bed,6,1,f,POINT (13.36758423879324 52.50403540932994)
11891301,1,1.0,1,14,15,0,15,1,7.188408041,43.56818764,t,0.0,100.0,0,50,97.0,Mitte,13.34122541,52.55486431,0,0,Real Bed,1,0,f,POINT (13.34122541304332 52.55486430778937)
11898021,5,1.0,2,150,100,1500,0,1,6.058949149,104.9473293,t,3.0,0.0,1,0,NaN,Charlottenburg-Wilm.,13.3221928,52.48091676,0,1,Real Bed,91,0,f,POINT (13.32219280151051 52.48091675800529)
11899062,7,2.0,3,189,60,300,25,6,2.446176259,134.0225489,t,0.0,100.0,0,126,98.0,Neukölln,13.42394303,52.4843666,0,1,Real Bed,3,1,f,POINT (13.42394302914228 52.48436660007779)
11899477,4,1.0,1,99,40,100,15,1,2.169018527,82.5592725,t,0.0,100.0,1,4,90.0,Neukölln,13.42914755,52.49056303,0,0,Real Bed,3,1,f,POINT (13.42914754540102 52.4905630258944)
11899929,5,1.0,1,33,15,0,10,1,3.899893501,56.93964141,t,0.0,100.0,1,11,95.0,Tempelhof - Schöneberg,13.34725658,52.49731589,0,1,Real Bed,1,1,f,POINT (13.34725657962763 52.4973158879696)
11899985,8,1.0,3,139,60,0,25,3,2.3217139,10.0,t,NaN,NaN,1,91,94.0,Mitte,13.38884622,52.52145998,0,1,Real Bed,1,1,f,POINT (13.38884622277945 52.52145998474604)
11901390,2,1.5,1,20,0,0,0,1,4.278133087,20.0,t,NaN,NaN,1,1,100.0,Friedrichshain-Kreuzberg,13.46199382,52.51832148,0,0,Real Bed,6,1,f,POINT (13.46199381823348 52.51832147543436)
11901953,2,1.0,1,65,20,200,0,1,4.09263172,57.29424373,t,1.0,100.0,0,30,98.0,Neukölln,13.42727872,52.46876917,0,1,Pull-out Sofa,1,1,f,POINT (13.42727871628099 52.46876917186932)
11902432,1,1.0,1,20,0,0,0,1,4.7377417,37.31771646,t,NaN,NaN,1,2,80.0,Tempelhof - Schöneberg,13.33958954,52.48635901,0,0,Real Bed,1,0,f,POINT (13.33958953712072 52.48635900963764)
11903833,2,1.0,1,30,0,100,15,2,5.65147537,25.0,t,NaN,NaN,1,6,100.0,Pankow,13.40602294,52.55359012,0,0,Real Bed,1,1,f,POINT (13.40602293949443 52.55359011944793)
11904018,1,1.0,1,40,15,0,0,1,4.14141832,45.94995014,t,NaN,NaN,1,2,100.0,Neukölln,13.43512383,52.47065626,0,0,Pull-out Sofa,2,0,f,POINT (13.43512382551139 52.47065626260201)
11906628,2,1.0,1,30,0,0,20,1,4.60186326,52.11092345,t,NaN,NaN,1,8,98.0,Pankow,13.41617141,52.54351363,0,0,Real Bed,1,1,f,POINT (13.41617140749689 52.54351363184231)
11909800,2,1.0,1,59,39,100,9,1,1.016807653,63.31244265,t,1.0,100.0,1,2,100.0,Mitte,13.40959309,52.51130484,0,0,Real Bed,3,1,f,POINT (13.409593093097 52.51130483541507)
11918502,1,1.0,1,32,0,0,0,1,0.900072219,42.76349133,t,NaN,NaN,1,3,93.0,Friedrichshain-Kreuzberg,13.40421409,52.49468332,0,0,Real Bed,1,1,f,POINT (13.40421409110469 52.49468331898793)
11918760,2,1.0,1,70,19,0,0,1,3.444286108,58.33402373,t,0.0,100.0,1,9,100.0,Friedrichshain-Kreuzberg,13.45229727,52.51284123,0,1,Real Bed,2,1,f,POINT (13.45229727236844 52.51284122865924)
11918883,2,1.0,1,35,20,100,10,1,4.229417271,52.20459514,t,0.0,100.0,1,8,98.0,Neukölln,13.42278098,52.46647021,0,0,Real Bed,2,1,f,POINT (13.42278098131915 52.46647020671247)
11920278,3,1.0,1,21,24,149,15,1,6.481387483,26.0,t,0.0,100.0,0,27,99.0,Pankow,13.45853349,52.55077262,0,0,Real Bed,2,1,f,POINT (13.45853349365789 52.55077261961458)
11920387,4,1.0,2,65,0,0,0,1,2.747565539,58.61616201,t,NaN,NaN,1,9,91.0,Neukölln,13.43097705,52.48422794,0,1,Real Bed,3,1,f,POINT (13.43097704771645 52.48422793871406)
11922402,4,1.0,2,24,20,0,12,1,16.62884988,48.14714255,t,1.0,80.0,1,18,94.0,Spandau,13.16231161,52.52928731,0,0,Real Bed,3,1,f,POINT (13.16231160593508 52.5292873126018)
11923493,2,1.0,1,22,0,0,0,1,2.199753316,41.13499732,t,NaN,NaN,1,1,100.0,Friedrichshain-Kreuzberg,13.43459172,52.49582799,0,0,Real Bed,1,1,f,POINT (13.43459171542265 52.49582798533187)
11932837,4,1.0,1,92,30,200,15,1,1.735876062,50.0,t,NaN,NaN,0,24,93.0,Neukölln,13.42569793,52.49429897,0,1,Real Bed,3,0,f,POINT (13.42569793011196 52.49429896791202)
11933122,4,1.0,2,60,0,0,0,1,5.40176386,55.88827657,t,NaN,NaN,1,1,80.0,Mitte,13.35619684,52.54161115,0,1,Real Bed,1,1,f,POINT (13.35619684247966 52.54161114607759)
11933723,1,1.0,1,10,0,0,0,1,6.106296507,33.57508193,t,NaN,NaN,1,3,100.0,Pankow,13.43172582,52.55507101,0,2,Pull-out Sofa,10,1,f,POINT (13.43172581778184 52.55507101100502)
11934826,3,1.0,2,40,20,100,0,1,4.794987213,50.8819501,t,NaN,NaN,1,0,NaN,Neukölln,13.45082665,52.47034007,0,1,Real Bed,3,0,f,POINT (13.45082665080673 52.47034006672251)
11937674,2,1.0,1,34,10,0,10,2,3.562876646,15.0,t,NaN,NaN,1,9,97.0,Friedrichshain-Kreuzberg,13.45568445,52.50936287,0,0,Real Bed,5,1,f,POINT (13.45568444740409 52.50936286808289)
11938551,2,1.0,1,75,10,200,0,1,4.507229897,58.87630183,t,NaN,NaN,1,10,95.0,Friedrichshain-Kreuzberg,13.47009536,52.50849161,0,1,Real Bed,2,1,f,POINT (13.47009535861847 52.50849161380572)
11938657,2,1.0,1,33,8,0,0,1,4.787107332,14.0,t,NaN,NaN,1,1,100.0,Friedrichshain-Kreuzberg,13.4730898,52.51245163,0,0,Real Bed,2,1,f,POINT (13.47308980246303 52.51245163374951)
11939050,2,1.0,1,30,0,0,0,1,6.793704885,41.65548224,t,NaN,NaN,1,0,NaN,Mitte,13.34242611,52.5509643,0,0,Real Bed,1,1,f,POINT (13.34242611202511 52.5509643015661)
11940840,4,1.0,1,45,10,0,0,1,6.929699463,51.871285,t,NaN,NaN,1,4,80.0,Mitte,13.34904976,52.55530863,0,1,Real Bed,3,1,f,POINT (13.34904975977079 52.55530862602674)
11941567,4,1.0,2,65,0,0,0,1,6.712454121,56.89213474,t,NaN,NaN,1,0,NaN,Mitte,13.33944241,52.54853186,3,1,Real Bed,1,1,f,POINT (13.33944240830496 52.54853185698367)
11943223,2,1.0,1,38,15,0,0,1,2.753175657,30.0,t,2.0,100.0,1,17,91.0,Neukölln,13.42317275,52.4808887,0,0,Real Bed,3,1,f,POINT (13.42317274693031 52.48088870307406)
11945239,2,1.0,1,35,0,0,0,1,3.616408458,44.6108231,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.45342152,52.51538954,0,0,Real Bed,2,1,f,POINT (13.45342151515812 52.5153895412956)
11947516,1,2.0,1,35,0,0,0,1,0.935716993,120.0,t,NaN,NaN,1,0,NaN,Mitte,13.39878553,52.51052931,0,0,Real Bed,3,1,f,POINT (13.39878552796327 52.51052931479032)
11952720,2,1.0,1,30,50,200,30,1,7.144490732,15.0,t,NaN,NaN,1,9,100.0,Steglitz - Zehlendorf,13.34797066,52.44840243,1,1,Pull-out Sofa,12,1,f,POINT (13.34797065703735 52.44840243275475)
11953265,4,1.0,1,85,95,200,15,1,8.227417177,54.0,t,2.0,100.0,1,2,90.0,Charlottenburg-Wilm.,13.28318314,52.49569833,0,1,Real Bed,3,0,f,POINT (13.28318313629934 52.49569833423116)
11955094,2,1.0,1,21,0,0,8,1,3.863722989,43.89765919,t,NaN,NaN,1,1,40.0,Neukölln,13.44343373,52.47756468,0,0,Real Bed,2,0,f,POINT (13.44343372888645 52.47756467948416)
11955176,4,1.0,1,50,30,150,25,2,2.58641745,80.0,t,0.0,100.0,1,42,97.0,Neukölln,13.42953467,52.48538574,0,0,Real Bed,1,0,f,POINT (13.42953466533641 52.48538574393221)
11955458,4,1.0,2,132,95,300,15,1,6.84749426,56.0,t,2.0,100.0,1,5,95.0,Charlottenburg-Wilm.,13.30300637,52.503357,0,1,Real Bed,3,0,f,POINT (13.30300637094926 52.50335699948808)
11956909,2,1.0,1,45,0,100,0,2,3.499753876,47.72104388,t,NaN,NaN,1,9,93.0,Friedrichshain-Kreuzberg,13.45280817,52.51346053,0,0,Real Bed,2,1,f,POINT (13.4528081741879 52.51346053261034)
11961156,2,1.0,1,49,10,0,0,1,2.951417095,50.69177282,t,NaN,NaN,1,2,100.0,Friedrichshain-Kreuzberg,13.43481755,52.52166025,0,1,Real Bed,1,1,f,POINT (13.43481755297426 52.5216602517733)
11961560,6,1.0,1,124,45,0,12,2,3.492392107,92.52291388,t,NaN,NaN,1,124,90.0,Mitte,13.38074019,52.53076395,0,1,Real Bed,1,0,f,POINT (13.38074019354952 52.53076395159054)
11962418,2,1.0,1,50,30,0,25,1,4.110837564,10.0,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.46464884,52.49943638,0,0,Real Bed,1,1,f,POINT (13.46464883807957 52.49943637937101)
11962457,2,1.0,1,25,15,0,15,1,4.821456928,15.0,t,NaN,NaN,1,0,NaN,Neukölln,13.4536494,52.47159793,0,0,Real Bed,1,1,f,POINT (13.45364940471733 52.47159792720479)
11963282,2,1.0,1,25,0,0,0,1,6.964701891,40.00735142,t,NaN,NaN,1,0,NaN,Treptow - Köpenick,13.4833678,52.46281938,0,0,Real Bed,1,1,f,POINT (13.48336779709728 52.46281937964518)
11966507,2,1.0,1,62,0,0,0,1,3.353106543,53.2237103,t,NaN,NaN,1,3,100.0,Mitte,13.40657372,52.53289737,0,1,Real Bed,4,1,f,POINT (13.4065737211618 52.53289737490528)
11970577,2,1.0,1,40,0,0,10,1,7.237578203,15.0,t,NaN,NaN,1,10,80.0,Charlottenburg-Wilm.,13.30416572,52.52586502,0,1,Real Bed,3,1,f,POINT (13.30416571780652 52.52586501777135)
11974939,1,2.0,1,16,0,0,0,1,6.255983606,11.0,t,NaN,NaN,1,1,100.0,Mitte,13.34853808,52.54772052,0,0,Real Bed,1,1,f,POINT (13.34853807748422 52.54772051942185)
11977646,2,1.0,0,60,0,0,0,1,2.616648947,52.89793196,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.44050036,52.49474662,0,1,Real Bed,1,1,f,POINT (13.44050035742326 52.49474661710704)
11977929,2,1.0,1,60,25,0,10,2,5.633287862,59.3902058,t,NaN,NaN,1,4,100.0,Mitte,13.35091201,52.54172154,0,0,Real Bed,2,0,f,POINT (13.35091200577417 52.54172154419106)
11979174,2,1.0,1,60,10,0,0,1,5.274280048,53.14404711,t,NaN,NaN,1,2,90.0,Pankow,13.42183601,52.54897622,0,1,Real Bed,5,1,f,POINT (13.42183601419441 52.54897622183729)
11979190,3,1.0,1,100,50,0,25,2,1.19806412,86.58298769,t,NaN,NaN,1,3,100.0,Friedrichshain-Kreuzberg,13.39856416,52.49255747,0,1,Real Bed,2,1,f,POINT (13.39856415637982 52.49255747414068)
11979357,2,1.0,1,65,30,0,0,1,3.003300523,58.47573872,t,NaN,NaN,1,19,84.0,Friedrichshain-Kreuzberg,13.44499638,52.5133575,0,1,Real Bed,2,0,f,POINT (13.44499638130029 52.51335749716414)
11981049,2,1.0,1,35,0,0,0,1,8.500552186,42.48708196,t,NaN,NaN,1,2,100.0,Reinickendorf,13.35612726,52.57342066,0,0,Real Bed,1,1,f,POINT (13.3561272601084 52.57342065713007)
11981173,2,1.5,1,34,5,0,10,1,4.505182521,54.80589512,t,NaN,NaN,1,1,NaN,Friedrichshain-Kreuzberg,13.46631905,52.51729127,0,0,Real Bed,1,1,f,POINT (13.46631905156289 52.51729126593313)
11982563,1,1.0,1,18,0,0,0,1,1.940460273,37.90452963,t,NaN,NaN,1,2,100.0,Neukölln,13.42823177,52.4932964,0,0,Futon,5,1,f,POINT (13.42823176710173 52.49329640158322)
11984386,2,1.0,1,25,0,0,0,1,9.759346345,25.0,t,NaN,NaN,1,1,80.0,Neukölln,13.46097649,52.42212351,0,1,Real Bed,1,1,f,POINT (13.46097648650965 52.4221235072175)
11986645,2,2.0,1,25,0,200,10,1,4.518208199,57.40470323,t,1.0,90.0,1,3,100.0,Friedrichshain-Kreuzberg,13.46556171,52.51874189,0,0,Real Bed,5,1,f,POINT (13.46556171370756 52.51874188701758)
11989973,2,1.0,1,60,0,0,0,1,3.849468699,85.0,t,NaN,NaN,1,1,100.0,Mitte,13.39927509,52.53726866,0,1,Real Bed,1,1,f,POINT (13.39927508734543 52.53726866419385)
11994491,2,1.0,1,50,35,0,0,1,5.694924031,20.0,t,2.0,80.0,1,29,96.0,Tempelhof - Schöneberg,13.33504034,52.47360179,0,1,Real Bed,4,1,f,POINT (13.33504033668168 52.47360178711757)
11995220,3,1.0,2,26,0,0,0,1,0.407284972,45.27411594,t,NaN,NaN,1,0,NaN,Friedrichshain-Kreuzberg,13.40352313,52.49913601,0,1,Real Bed,1,1,f,POINT (13.40352313436889 52.49913601316081)
11996569,1,1.0,1,20,0,0,15,1,5.706870043,20.0,t,0.0,75.0,1,101,85.0,Neukölln,13.46571279,52.4677158,0,0,Real Bed,2,1,f,POINT (13.46571278800442 52.46771579873902)
11998066,1,1.5,1,19,0,0,0,1,1.532800224,43.84903474,t,NaN,NaN,1,2,90.0,Friedrichshain-Kreuzberg,13.39348279,52.49062408,0,0,Real Bed,5,1,f,POINT (13.39348279411994 52.49062408343409)
11998308,4,2.0,2,125,80,300,25,1,3.806015546,111.922042,t,NaN,NaN,0,42,99.0,Pankow,13.42620432,52.5342698,0,1,Real Bed,4,1,f,POINT (13.426204320444 52.53426979851077)
12000192,2,1.0,1,73,60,1000,0,1,3.863048761,58.0,t,0.0,100.0,1,8,90.0,Pankow,13.4183515,52.53642969,1,1,Real Bed,60,0,f,POINT (13.41835149769908 52.53642969456001)
12000531,2,1.0,1,45,20,0,0,1,4.394784128,10.0,t,2.0,100.0,1,2,100.0,Mitte,13.38813031,52.5410776,0,0,Real Bed,6,1,f,POINT (13.38813030784217 52.54107759882322)
12001750,1,1.0,1,20,0,0,0,1,6.353477917,25.0,t,NaN,NaN,1,1,100.0,Pankow,13.45948939,52.54894996,0,0,Real Bed,1,1,f,POINT (13.45948939108963 52.54894996450179)
12001920,2,1.0,0,48,0,200,0,1,5.798996718,15.0,t,NaN,NaN,1,97,95.0,Pankow,13.45153787,52.54624153,0,1,Pull-out Sofa,3,1,f,POINT (13.45153786590832 52.54624153115503)
12002960,5,1.0,2,200,0,0,0,1,4.165001533,102.5760064,t,2.0,100.0,1,2,100.0,Mitte,13.39970899,52.54013617,0,1,Real Bed,3,1,f,POINT (13.39970899280062 52.54013617315533)
12003612,2,1.0,1,29,0,0,0,1,1.72567142,12.0,t,1.0,90.0,0,9,91.0,Mitte,13.38274776,52.51119728,0,0,Real Bed,13,1,f,POINT (13.38274776493863 52.51119727733354)
12003867,1,1.0,1,31,0,0,0,1,2.890230155,41.58336816,t,1.0,86.0,1,12,97.0,Neukölln,13.42492622,52.48006581,0,0,Real Bed,8,1,f,POINT (13.4249262248692 52.48006580802042)
12004253,2,1.0,1,32,0,0,13,2,1.818554632,18.0,t,1.0,90.0,0,0,NaN,Mitte,13.38247452,52.51242939,0,0,Real Bed,13,1,f,POINT (13.38247452099946 52.51242939303906)
12004875,2,1.0,1,50,40,0,20,1,2.3039269,64.94610711,t,0.0,90.0,1,54,93.0,Neukölln,13.42450456,52.48616517,0,0,Real Bed,1,0,f,POINT (13.42450455770607 52.4861651706344)
